event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,com.finicity.mvelopes:id/register,Sign Up,create,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,correct,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
0,com.finicity.mvelopes:id/login,Login,login,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
0,,Live Within Your Means,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
0,,Stop Living Paycheck To Paycheck,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
0,,Eliminate Stress,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
0,,Eliminate Credit Card Debt,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
0,,Pay Off Your Mortgage Faster,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
1,com.finicity.mvelopes:id/register,Sign Up,create,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
1,com.finicity.mvelopes:id/login,Login,login,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,correct,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
1,,Live Within Your Means,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
1,,Stop Living Paycheck To Paycheck,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
1,,Eliminate Stress,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
2,com.finicity.mvelopes:id/username,Username,Input,,com.finicity.mvelopes.fonts.FontEdittextView,clickable,,,,,,,correct,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
2,com.finicity.mvelopes:id/password,Password,Input,,com.finicity.mvelopes.fonts.FontEdittextView,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
2,com.finicity.mvelopes:id/loginbutton,Login,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
2,com.finicity.mvelopes:id/forgotpassword_txt,Forgot Username or Password?,Text Button,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
2,com.finicity.mvelopes:id/create_account,Need to Create an Account?,Text Button,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.MvelopesLauncherActivity_,
3,com.finicity.mvelopes:id/maint,Security Settings,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.LoginPreferencesScreen,
3,,We strongly recommend that you set an application Pin.,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.LoginPreferencesScreen,
3,,Create a four digit Pin to prevent unauthorized access,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.LoginPreferencesScreen,
3,com.finicity.mvelopes:id/Require_pass,Set App Pin,Text Button,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.LoginPreferencesScreen,
3,com.finicity.mvelopes:id/Require_user,Require Username and Password,Text Button,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.LoginPreferencesScreen,
3,com.finicity.mvelopes:id/login_auto,Login Automatically,Text Button,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,correct,com.finicity.mvelopes/com.finicity.mvelopes.activities.authentication.LoginPreferencesScreen,
4,com.finicity.mvelopes:id/helper_main_skip,Skip,skip,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,correct,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
5,com.finicity.mvelopes:id/step_title,Add Accounts,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
5,com.finicity.mvelopes:id/step_description,Let’s get started by adding your bank accounts so you can allocate your funds and track your spending.,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
5,com.finicity.mvelopes:id/continue_button,Add My Accounts,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
5,com.finicity.mvelopes:id/skip_button,Skip For Now,Text Button,,com.finicity.mvelopes.fonts.FontTextView,clickable,,,,,,,correct,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
6,com.finicity.mvelopes:id/maint,Inbox,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
6,com.finicity.mvelopes:id/rightmenu,,expand_more,,android.widget.ImageView,clickable,,,,,,,correct,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
7,com.finicity.mvelopes:id/maint,Inbox,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
7,com.finicity.mvelopes:id/rightmenubutton,,add,,android.widget.ImageView,label,,,,,,,correct,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/maint,Enter Amount,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/TextView05,Amount,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/amount,Required,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/TextView01,Payee,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/payee,Required,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/TextView07,Envelope,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/envelope,Required,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/TextView09,Account,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/account,Required,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/TextView03,Date,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/date,Today ,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/check_label,Check Number,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/check_txt,Optional,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/TextView11,Note,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/note,Optional,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/tAddReceiptnew,Receipt,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/addReceiptTextView,Add,Text,,com.finicity.mvelopes.fonts.FontTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/expense,Expense,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/deposit,Deposit,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/answerText,$0.00 ,Text,,com.finicity.mvelopes.fonts.FontFitTextView,label,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/calc_1,1,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/calc_2,2,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/calc_3,3,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/calc_4,4,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/calc_5,5,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/calc_6,6,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/calc_7,7,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
8,com.finicity.mvelopes:id/calc_8,8,Text Button,,com.finicity.mvelopes.fonts.FontButton,clickable,,,,,,,wrong,com.finicity.mvelopes/com.finicity.mvelopes.app.MvelopesSlideMenu_,
